Client,IP Version,Secure,Cookie
AskeyCom_4c:e5:f9,6,TRUE,FALSE
AskeyCom_4c:e5:f9,4,TRUE,FALSE
AskeyCom_4c:e5:f9,4,TRUE,FALSE
AskeyCom_4c:e5:f9,4,TRUE,FALSE
AskeyCom_4c:e5:f9,4,TRUE,FALSE
AskeyCom_4c:e5:f9,4,TRUE,FALSE
AskeyCom_4c:e5:f9,4,TRUE,FALSE
AskeyCom_4c:e5:f9,4,TRUE,FALSE
AskeyCom_4c:e5:f9,4,TRUE,FALSE
AskeyCom_4c:e5:f9,4,TRUE,FALSE
AskeyCom_4c:e5:f9,6,TRUE,FALSE
AskeyCom_4c:e5:f9,6,TRUE,FALSE
AskeyCom_4c:e5:f9,6,TRUE,FALSE
AskeyCom_4c:e5:f9,6,TRUE,FALSE
AskeyCom_4c:e5:f9,4,TRUE,FALSE
AskeyCom_4c:e5:f9,4,TRUE,FALSE
AskeyCom_4c:e5:f9,4,TRUE,FALSE
IntelCor_a1:f6:ce,6,TRUE,FALSE
SamsungE_e3:c7:87,6,TRUE,FALSE
SamsungE_e3:c7:87,4,TRUE,FALSE
AskeyCom_4c:e5:f9,6,TRUE,FALSE
AskeyCom_4c:e5:f9,6,TRUE,FALSE
AskeyCom_4c:e5:f9,4,TRUE,FALSE
AskeyCom_4c:e5:f9,4,TRUE,FALSE
AskeyCom_4c:e5:f9,4,TRUE,FALSE
AskeyCom_4c:e5:f9,4,TRUE,FALSE
AskeyCom_4c:e5:f9,4,TRUE,FALSE
AskeyCom_4c:e5:f9,4,TRUE,FALSE
AskeyCom_4c:e5:f9,4,TRUE,FALSE
AskeyCom_4c:e5:f9,4,TRUE,FALSE
AskeyCom_4c:e5:f9,4,TRUE,FALSE
AskeyCom_4c:e5:f9,4,TRUE,FALSE
AskeyCom_4c:e5:f9,4,TRUE,FALSE
AskeyCom_4c:e5:f9,6,TRUE,FALSE
AskeyCom_4c:e5:f9,6,TRUE,FALSE
AskeyCom_4c:e5:f9,6,TRUE,FALSE
HonHaiPr_57:68:d8,6,TRUE,FALSE
HonHaiPr_57:68:d8,6,TRUE,FALSE
HonHaiPr_57:68:d8,6,TRUE,FALSE
HonHaiPr_57:68:d8,6,TRUE,FALSE
HonHaiPr_57:68:d8,6,TRUE,FALSE
HonHaiPr_57:68:d8,6,TRUE,FALSE
HonHaiPr_57:68:d8,6,TRUE,FALSE
HonHaiPr_57:68:d8,6,TRUE,FALSE
AskeyCom_4c:e5:f9,6,TRUE,FALSE
HonHaiPr_57:68:d8,6,TRUE,FALSE
AskeyCom_4c:e5:f9,6,TRUE,FALSE
AskeyCom_4c:e5:f9,4,TRUE,FALSE
AskeyCom_4c:e5:f9,6,TRUE,FALSE
AskeyCom_4c:e5:f9,6,TRUE,FALSE
AskeyCom_4c:e5:f9,4,TRUE,FALSE
AskeyCom_4c:e5:f9,4,TRUE,FALSE
AskeyCom_4c:e5:f9,4,TRUE,FALSE
AskeyCom_4c:e5:f9,4,TRUE,FALSE
AskeyCom_4c:e5:f9,4,TRUE,FALSE
AskeyCom_4c:e5:f9,4,TRUE,FALSE
AskeyCom_4c:e5:f9,4,TRUE,FALSE
AskeyCom_4c:e5:f9,4,TRUE,FALSE
AskeyCom_4c:e5:f9,4,TRUE,FALSE
AskeyCom_4c:e5:f9,4,TRUE,FALSE
AskeyCom_4c:e5:f9,6,TRUE,FALSE
AskeyCom_4c:e5:f9,6,TRUE,FALSE
Nokia_87:fe:5b,4,FALSE,FALSE
AskeyCom_4c:e5:f9,6,TRUE,FALSE
AskeyCom_4c:e5:f9,6,TRUE,FALSE
AskeyCom_4c:e5:f9,4,TRUE,FALSE
AskeyCom_4c:e5:f9,4,TRUE,FALSE
AskeyCom_4c:e5:f9,4,TRUE,FALSE
